DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR,STATUS_UTC,FLIGHT_TIME_MINS
26/04,VJ852,SGN,RMQ,2h53m,03:10,03:27,06:30,Landed 14:20,green,2026-04-26 06:20,173
25/04,VJ123,HAN,SGN,1h43m,22:30,22:42,00:40,Landed 07:25,green,2026-04-26 00:25,103
25/04,VJ466,VCA,HAN,1h58m,12:40,13:32,14:50,Landed 22:30,yellow,2026-04-25 15:30,118
25/04,VJ465,HAN,VCA,1h56m,10:00,10:48,12:10,Landed 19:44,yellow,2026-04-25 12:44,116
25/04,VJ902,BKK,HAN,1h36m,07:00,07:23,08:50,Landed 15:59,green,2026-04-25 08:59,96
25/04,VJ901,HAN,BKK,1h35m,04:10,04:20,06:00,Landed 12:55,green,2026-04-25 05:55,95
25/04,VJ492,BMV,HAN,1h32m,01:15,01:34,03:00,Landed 10:06,green,2026-04-25 03:06,92
24/04,VJ491,HAN,BMV,1h25m,23:00,23:24,00:45,Landed 07:49,green,2026-04-25 00:49,85
24/04,VJ1454,PQC,HAN,1h46m,14:55,15:10,17:01,Landed 23:56,green,2026-04-24 16:56,106
24/04,VJ1453,HAN,PQC,1h47m,12:15,12:34,14:20,Landed 21:21,green,2026-04-24 14:21,107
24/04,VJ916,SIN,HAN,2h53m,06:55,07:03,10:25,Landed 16:56,green,2026-04-24 09:56,173
24/04,VJ915,HAN,SIN,3h5m,02:35,02:54,05:55,Landed 13:59,green,2026-04-24 05:59,185
23/04,VJ949,RMQ,HAN,2h50m,10:00,10:11,12:50,Landed 20:01,green,2026-04-23 13:01,170
23/04,VJ948,HAN,RMQ,2h13m,06:30,06:54,09:00,Landed 17:07,green,2026-04-23 09:07,133
22/04,VJ959,FUK,HAN,4h28m,23:55,01:07,04:25,Landed 12:35,red,2026-04-22 05:35,268
22/04,VJ958,HAN,FUK,3h35m,19:05,20:06,22:55,Landed 08:41,red,2026-04-22 23:41,215
22/04,VJ947,KHH,HAN,2h28m,10:50,10:42,13:35,Landed 20:10,green,2026-04-22 13:10,148
22/04,VJ946,HAN,KHH,1h59m,07:35,07:41,09:50,Landed 17:40,green,2026-04-22 09:40,119
21/04,VJ198,SGN,HAN,1h50m,03:30,03:52,05:40,Landed 12:42,green,2026-04-21 05:42,110
20/04,VJ159,HAN,SGN,1h41m,13:10,13:25,15:20,Landed 22:06,green,2026-04-20 15:06,101
19/04,VJ466,VCA,HAN,1h51m,12:40,14:18,14:50,Landed 23:09,red,2026-04-19 16:09,111
19/04,VJ465,HAN,VCA,1h53m,10:00,11:29,12:10,Landed 20:22,red,2026-04-19 13:22,113
19/04,VJ916,SIN,HAN,3h0m,06:55,06:57,10:25,Landed 16:57,green,2026-04-19 09:57,180
19/04,VJ915,HAN,SIN,2h55m,02:35,02:41,05:55,Landed 13:36,green,2026-04-19 05:36,175
18/04,VJ1926,AMD,HAN,3h57m,18:40,19:22,22:55,Landed 06:19,yellow,2026-04-18 23:19,237
18/04,VJ1925,HAN,AMD,5h8m,12:45,13:00,17:40,Landed 23:38,yellow,2026-04-18 18:08,308
18/04,VJ928,CGK,HAN,4h4m,07:00,07:14,11:15,Landed 18:18,green,2026-04-18 11:18,244
18/04,VJ929,HAN,CGK,4h0m,01:40,01:49,06:00,Landed 12:49,green,2026-04-18 05:49,240
17/04,VJ931,KIX,HAN,5h1m,06:30,06:50,11:30,Landed 18:51,yellow,2026-04-17 11:51,301
17/04,VJ930,HAN,KIX,4h5m,00:55,01:00,05:30,Landed 14:05,green,2026-04-17 05:05,245
16/04,VJ496,BMV,HAN,1h26m,12:45,13:14,14:30,Landed 21:40,green,2026-04-16 14:40,86
16/04,VJ495,HAN,BMV,1h30m,10:30,10:47,12:15,Landed 19:17,green,2026-04-16 12:17,90
16/04,VJ1428,PXU,HAN,1h18m,05:40,05:50,07:15,Landed 14:08,green,2026-04-16 07:08,78
16/04,VJ1427,HAN,PXU,1h16m,03:30,03:55,05:05,Landed 12:11,green,2026-04-16 05:11,76
15/04,VJ910,BOM,HAN,4h6m,19:10,19:47,00:10,Landed 06:53,green,2026-04-15 23:53,246
15/04,VJ907,HAN,BOM,5h0m,13:05,13:22,18:10,Landed 23:52,green,2026-04-15 18:22,300
15/04,VJ931,KIX,HAN,4h52m,06:30,06:41,11:30,Landed 18:33,green,2026-04-15 11:33,292
15/04,VJ930,HAN,KIX,3h56m,00:55,01:17,05:30,Landed 14:13,green,2026-04-15 05:13,236
14/04,VJ1926,AMD,HAN,3h58m,18:40,18:59,22:55,Landed 05:57,green,2026-04-14 22:57,238
14/04,VJ1925,HAN,AMD,4h54m,12:45,12:58,17:40,Landed 23:22,green,2026-04-14 17:52,294
14/04,VJ454,PQC,HAN,1h45m,07:35,07:46,09:45,Landed 16:31,green,2026-04-14 09:31,105
14/04,VJ451,HAN,PQC,1h52m,04:45,04:55,06:55,Landed 13:47,green,2026-04-14 06:47,112
14/04,VJ422,PXU,HAN,1h15m,02:15,02:17,03:50,Landed 10:32,green,2026-04-14 03:32,75
14/04,VJ421,HAN,PXU,1h13m,00:10,00:18,01:45,Landed 08:31,green,2026-04-14 01:31,73
13/04,VJ496,BMV,HAN,1h32m,12:45,13:18,14:30,Landed 21:50,yellow,2026-04-13 14:50,92
13/04,VJ495,HAN,BMV,1h26m,10:30,11:06,12:15,Landed 19:32,yellow,2026-04-13 12:32,86
13/04,VJ134,SGN,HAN,1h49m,04:20,04:28,06:30,Landed 13:17,green,2026-04-13 06:17,109
13/04,VJ127,HAN,SGN,1h52m,01:10,01:20,03:20,Landed 10:12,green,2026-04-13 03:12,112
12/04,VJ1158,SGN,HAN,1h47m,13:40,14:46,15:55,Landed 23:33,yellow,2026-04-12 16:33,107
12/04,VJ814,SIN,SGN,1h41m,09:55,09:58,12:00,Landed 18:39,green,2026-04-12 11:39,101
12/04,VJ973,DAD,SIN,2h22m,06:10,06:12,08:55,Landed 16:34,green,2026-04-12 08:34,142
11/04,VJ989,PUS,DAD,4h19m,22:45,23:09,03:10,Landed 10:28,yellow,2026-04-12 03:28,259
11/04,VJ988,DAD,PUS,3h47m,17:30,17:47,21:40,Landed 06:34,green,2026-04-11 21:34,227
11/04,VJ646,SGN,DAD,1h0m,13:40,13:48,15:00,Landed 21:48,green,2026-04-11 14:48,60
11/04,VJ814,SIN,SGN,1h42m,09:55,09:55,12:00,Landed 18:37,green,2026-04-11 11:37,102
11/04,VJ973,DAD,SIN,2h21m,06:10,06:20,08:55,Landed 16:41,green,2026-04-11 08:41,141
10/04,VJ879,ICN,DAD,4h24m,22:00,22:11,02:40,Landed 09:35,green,2026-04-11 02:35,264
10/04,VJ878,DAD,ICN,4h2m,16:45,17:06,21:00,Landed 06:08,green,2026-04-10 21:08,242
10/04,VJ646,SGN,DAD,0h58m,13:40,13:46,15:00,Landed 21:44,green,2026-04-10 14:44,58
10/04,VJ814,SIN,SGN,1h40m,09:55,10:06,12:00,Landed 18:46,green,2026-04-10 11:46,100
10/04,VJ973,DAD,SIN,2h33m,06:10,06:19,08:55,Landed 16:52,green,2026-04-10 08:52,153
09/04,VJ879,ICN,DAD,4h36m,22:00,22:05,02:40,Landed 09:41,green,2026-04-10 02:41,276
09/04,VJ878,DAD,ICN,4h3m,16:45,16:52,21:00,Landed 05:55,green,2026-04-09 20:55,243
09/04,VJ636,SGN,DAD,0h55m,06:00,07:03,07:20,Landed 14:58,yellow,2026-04-09 07:58,55
09/04,VJ629,DAD,SGN,1h6m,03:50,04:48,05:15,Landed 12:54,yellow,2026-04-09 05:54,66
09/04,VJ630,SGN,DAD,1h12m,02:00,02:44,03:20,Landed 10:56,yellow,2026-04-09 03:56,72
09/04,VJ625,DAD,SGN,1h1m,00:10,00:15,01:30,Landed 08:16,green,2026-04-09 01:16,61
08/04,VJ8893,MFM,DAD,1h23m,14:32,14:32,15:55,Landed 22:55,red,2026-04-08 15:55,83
08/04,VJ8892,DAD,MFM,1h31m,11:45,11:45,13:16,Landed 21:16,red,2026-04-08 13:16,91
08/04,VJ8891,MFM,DAD,1h34m,08:10,08:10,09:44,Landed 16:44,red,2026-04-08 09:44,94
08/04,VJ8890,DAD,MFM,1h30m,05:30,05:30,07:00,Landed 15:00,red,2026-04-08 07:00,90
06/04,VJ704,VCA,DAD,1h5m,13:00,13:58,14:30,Landed 22:03,yellow,2026-04-06 15:03,65
06/04,VJ481,VII,VCA,1h38m,10:40,11:35,12:30,Landed 20:13,yellow,2026-04-06 13:13,98
06/04,VJ480,VCA,VII,1h37m,08:20,09:19,10:10,Landed 17:56,red,2026-04-06 10:56,97
06/04,VJ703,DAD,VCA,1h10m,06:20,07:23,07:50,Landed 15:33,yellow,2026-04-06 08:33,70
06/04,VJ721,HPH,DAD,1h19m,04:20,05:05,05:35,Landed 13:24,red,2026-04-06 06:24,79
06/04,VJ720,DAD,HPH,0h58m,02:30,03:10,03:50,Landed 11:08,yellow,2026-04-06 04:08,58
06/04,VJ582,CXR,DAD,0h54m,00:55,01:23,02:00,Landed 09:17,yellow,2026-04-06 02:17,54
05/04,VJ5513,TPE,CXR,3h32m,10:42,10:42,,Landed 21:14,red,2026-04-05 14:14,212
05/04,VJ5512,CXR,TPE,2h59m,05:51,05:51,08:50,Landed 16:50,red,2026-04-05 08:50,179
04/04,VJ5531,MFM,CXR,1h46m,10:10,10:10,11:56,Landed 18:56,red,2026-04-04 11:56,106
04/04,VJ5530,CXR,MFM,1h58m,06:53,06:53,08:51,Landed 16:51,red,2026-04-04 08:51,118
03/04,VJ5509,KHH,CXR,2h27m,08:19,08:19,,Estimated 17:46,,2026-04-03 10:46,147
03/04,VJ5508,CXR,KHH,2h27m,04:34,04:34,07:01,Landed 15:01,red,2026-04-03 07:01,147
30/03,VJ775,HAN,CXR,1h34m,04:45,05:07,06:35,Landed 13:41,green,2026-03-30 06:41,94
30/03,VJ770,CXR,HAN,1h36m,01:05,01:43,02:55,Landed 10:19,yellow,2026-03-30 03:19,96
29/03,VJ771,HAN,CXR,1h37m,22:45,23:04,00:35,Landed 07:41,green,2026-03-30 00:41,97
29/03,VJ134,SGN,HAN,1h45m,04:20,05:12,06:30,Landed 13:57,yellow,2026-03-29 06:57,105
29/03,VJ336,PQC,SGN,0h41m,00:20,00:27,01:25,Landed 08:08,green,2026-03-29 01:08,41
28/03,VJ979,ICN,PQC,5h23m,17:20,17:38,23:00,Landed 06:01,green,2026-03-28 23:01,323
28/03,VJ978,PQC,ICN,4h56m,11:05,11:15,16:20,Landed 01:11,green,2026-03-28 16:11,296
28/03,VJ1339,SGN,PQC,0h36m,09:00,09:13,10:00,Landed 16:49,green,2026-03-28 09:49,36
28/03,VJ251,THD,SGN,1h33m,06:10,06:17,08:10,Landed 14:50,green,2026-03-28 07:50,93
28/03,VJ248,SGN,THD,1h32m,03:40,03:56,05:40,Landed 12:28,green,2026-03-28 05:28,92
28/03,VJ320,PQC,SGN,0h38m,00:25,00:45,01:30,Landed 08:23,green,2026-03-28 01:23,38
27/03,VJ321,SGN,PQC,0h36m,22:50,23:14,23:50,Landed 06:50,green,2026-03-27 23:50,36
27/03,VJ641,DAD,SGN,1h17m,12:30,12:43,13:55,Landed 21:00,green,2026-03-27 14:00,77
27/03,VJ638,SGN,DAD,1h1m,08:25,09:37,09:45,Landed 17:38,red,2026-03-27 10:38,61
27/03,VJ213,VII,SGN,1h36m,06:00,06:49,07:50,Landed 15:25,yellow,2026-03-27 08:25,96
27/03,VJ210,SGN,VII,1h27m,03:40,04:35,05:30,Landed 13:02,yellow,2026-03-27 06:02,87
27/03,VJ251,THD,SGN,1h44m,01:19,01:19,03:03,Landed 10:03,red,2026-03-27 03:03,104
26/03,VJ248,SGN,THD,1h35m,03:40,05:17,05:40,Landed 13:52,red,2026-03-26 06:52,95
25/03,VJ309,HUI,SGN,1h1m,11:30,11:47,12:55,Landed 19:48,green,2026-03-25 12:48,61
25/03,VJ310,SGN,HUI,1h7m,09:35,09:40,11:00,Landed 17:47,green,2026-03-25 10:47,67
25/03,VJ213,VII,SGN,1h33m,06:00,06:25,07:50,Landed 14:58,green,2026-03-25 07:58,93
25/03,VJ210,SGN,VII,1h24m,03:40,04:19,05:30,Landed 12:43,green,2026-03-25 05:43,84
25/03,VJ357,BMV,SGN,0h35m,01:00,01:10,02:05,Landed 08:45,green,2026-03-25 01:45,35
24/03,VJ356,SGN,BMV,0h34m,23:30,23:44,00:30,Landed 07:18,green,2026-03-25 00:18,34
24/03,VJ309,HUI,SGN,1h3m,11:30,11:47,12:55,Landed 19:50,green,2026-03-24 12:50,63
24/03,VJ310,SGN,HUI,1h2m,09:35,09:53,11:00,Landed 17:55,green,2026-03-24 10:55,62
24/03,VJ207,TBB,SGN,0h40m,06:10,06:16,07:20,Landed 13:56,green,2026-03-24 06:56,40
24/03,VJ206,SGN,TBB,0h49m,04:30,04:50,05:40,Landed 12:39,green,2026-03-24 05:39,49
24/03,VJ261,VDH,SGN,1h20m,00:35,00:42,02:10,Landed 09:02,green,2026-03-24 02:02,80
23/03,VJ260,SGN,VDH,1h11m,22:30,22:44,00:05,Landed 06:55,green,2026-03-23 23:55,71
22/03,VJ221,VII,SGN,1h30m,11:35,11:56,13:25,Landed 20:26,green,2026-03-22 13:26,90
22/03,VJ1216,SGN,VII,1h25m,09:15,09:43,11:05,Landed 18:08,green,2026-03-22 11:08,85
21/03,VJ225,VII,SGN,1h27m,13:20,13:25,15:20,Landed 21:52,green,2026-03-21 14:52,87
21/03,VJ220,SGN,VII,1h23m,10:50,11:25,12:50,Landed 19:48,green,2026-03-21 12:48,83
21/03,VJ307,HUI,SGN,1h14m,07:35,08:19,09:00,Landed 16:33,yellow,2026-03-21 09:33,74
21/03,VJ308,SGN,HUI,1h4m,05:40,06:30,07:05,Landed 14:34,yellow,2026-03-21 07:34,64
21/03,VJ1215,VII,SGN,1h28m,03:20,03:37,05:10,Landed 12:05,green,2026-03-21 05:05,88
21/03,VJ1212,SGN,VII,1h29m,01:00,01:23,02:50,Landed 09:52,green,2026-03-21 02:52,89
20/03,VJ185,HAN,SGN,1h44m,22:10,22:19,00:20,Landed 07:03,green,2026-03-21 00:03,104
20/03,VJ904,BKK,HAN,1h31m,11:35,12:26,13:25,Landed 20:57,yellow,2026-03-20 13:57,91
20/03,VJ903,HAN,BKK,1h53m,08:50,09:13,10:40,Landed 18:06,yellow,2026-03-20 11:06,113
20/03,VJ941,TPE,HAN,3h0m,04:10,04:31,07:10,Landed 14:31,yellow,2026-03-20 07:31,180
20/03,VJ940,HAN,TPE,2h7m,00:35,00:54,03:10,Landed 11:01,green,2026-03-20 03:01,127
19/03,VJ152,SGN,HAN,1h44m,10:00,10:15,12:15,Landed 18:59,green,2026-03-19 11:59,104
19/03,VJ885,KHH,SGN,2h47m,04:45,04:47,07:55,Landed 14:34,green,2026-03-19 07:34,167
19/03,VJ886,SGN,KHH,2h33m,00:35,01:08,03:45,Landed 11:41,green,2026-03-19 03:41,153
18/03,VJ861,ICN,SGN,5h13m,12:15,12:22,17:45,Landed 00:35,green,2026-03-18 17:35,313
18/03,VJ860,SGN,ICN,4h33m,05:05,05:37,10:25,Landed 19:10,green,2026-03-18 10:10,273
18/03,VJ324,PQC,SGN,0h48m,02:05,02:47,03:10,Landed 10:35,yellow,2026-03-18 03:35,48
18/03,VJ325,SGN,PQC,0h35m,00:30,01:04,01:30,Landed 08:39,green,2026-03-18 01:39,35
17/03,VJ281,HPH,SGN,1h41m,13:45,14:05,15:45,Landed 22:46,green,2026-03-17 15:46,101
17/03,VJ280,SGN,HPH,1h37m,11:15,11:41,13:15,Landed 20:18,green,2026-03-17 13:18,97
17/03,VJ804,BKK,SGN,1h18m,07:00,08:07,08:30,Landed 16:25,red,2026-03-17 09:25,78
17/03,VJ803,SGN,BKK,1h23m,04:30,05:04,06:00,Landed 13:27,yellow,2026-03-17 06:27,83
17/03,VJ301,HUI,SGN,1h4m,00:25,00:30,01:50,Landed 08:34,green,2026-03-17 01:34,64
16/03,VJ302,SGN,HUI,1h1m,22:30,22:38,23:55,Landed 06:39,green,2026-03-16 23:39,61
16/03,VJ257,THD,SGN,1h38m,13:50,13:47,15:50,Landed 22:25,green,2026-03-16 15:25,98
16/03,VJ1246,SGN,THD,1h31m,11:20,11:26,13:20,Landed 19:57,green,2026-03-16 12:57,91
16/03,VJ631,DAD,SGN,1h7m,08:00,09:15,09:25,Landed 17:22,red,2026-03-16 10:22,67
16/03,VJ630,SGN,DAD,0h56m,06:10,07:24,07:30,Landed 15:20,red,2026-03-16 08:20,56
16/03,VJ627,DAD,SGN,1h6m,04:15,05:06,05:40,Landed 13:12,yellow,2026-03-16 06:12,66
16/03,VJ626,SGN,DAD,1h1m,02:25,03:08,03:45,Landed 11:09,yellow,2026-03-16 04:09,61
16/03,VJ320,PQC,SGN,0h41m,00:25,00:56,01:30,Landed 08:37,green,2026-03-16 01:37,41
15/03,VJ321,SGN,PQC,0h36m,22:50,23:20,23:50,Landed 06:56,green,2026-03-15 23:56,36
15/03,VJ641,DAD,SGN,1h18m,12:30,12:40,13:55,Landed 20:58,green,2026-03-15 13:58,78
15/03,VJ824,KUL,DAD,2h6m,06:30,06:48,09:10,Landed 15:54,green,2026-03-15 08:54,126
15/03,VJ827,DAD,KUL,2h27m,02:50,02:54,05:30,Landed 13:21,green,2026-03-15 05:21,147
14/03,VJ511,HAN,DAD,0h57m,07:20,08:36,08:40,Landed 16:33,red,2026-03-14 09:33,57
14/03,VJ941,TPE,HAN,2h50m,04:10,04:42,07:10,Landed 14:32,yellow,2026-03-14 07:32,170
14/03,VJ940,HAN,TPE,2h16m,00:35,01:01,03:10,Landed 11:17,green,2026-03-14 03:17,136
13/03,VJ998,DPS,HAN,4h48m,09:25,09:44,14:35,Landed 21:32,green,2026-03-13 14:32,288
13/03,VJ997,HAN,DPS,4h28m,03:00,03:29,08:25,Landed 15:57,green,2026-03-13 07:57,268
13/03,VJ510,DAD,HAN,0h59m,00:15,00:33,01:35,Landed 08:32,green,2026-03-13 01:32,59
12/03,VJ509,HAN,DAD,0h59m,22:25,22:33,23:45,Landed 06:32,green,2026-03-12 23:32,59
12/03,VJ182,SGN,HAN,1h39m,16:20,16:37,18:30,Landed 01:16,green,2026-03-12 18:16,99
12/03,VJ165,HAN,SGN,1h45m,11:30,11:52,13:40,Landed 20:37,green,2026-03-12 13:37,105
12/03,VJ916,SIN,HAN,2h55m,06:55,07:01,10:25,Landed 16:56,green,2026-03-12 09:56,175
12/03,VJ915,HAN,SIN,3h0m,02:35,02:55,05:55,Landed 13:55,green,2026-03-12 05:55,180
11/03,VJ914,SAI,HAN,1h22m,12:05,12:20,13:50,Landed 20:42,green,2026-03-11 13:42,82
11/03,VJ913,HAN,SAI,1h24m,09:20,09:36,11:05,Landed 18:00,green,2026-03-11 11:00,84
11/03,VJ198,SGN,HAN,1h44m,06:00,06:31,08:10,Landed 15:15,green,2026-03-11 08:15,104
10/03,VJ869,PUS,SGN,5h11m,23:00,23:43,04:40,Landed 11:54,green,2026-03-11 04:54,311
10/03,VJ868,SGN,PUS,4h21m,17:05,18:03,21:55,Landed 07:24,yellow,2026-03-10 22:24,261
10/03,VJ221,VII,SGN,1h27m,11:35,11:45,13:25,Landed 20:12,green,2026-03-10 13:12,87
